+------+-----------+-------------+---------------+
| Rank | Drug Name | Target Name | Binding Score |
+------+-----------+-------------+---------------+
|  1   |   id-949  |    O15826   |      0.28     |
|  2   |  id-2552  |    O15826   |      0.40     |
|  3   |  id-1585  |    O15826   |      0.45     |
|  4   |  id-2851  |    O15826   |      0.52     |
|  5   |  id-2168  |    O15826   |      0.55     |
|  6   |  id-1118  |    O15826   |      0.58     |
|  7   |  id-2446  |    O15826   |      0.59     |
|  8   |   id-396  |    O15826   |      0.61     |
|  9   |   id-846  |    O15826   |      0.67     |
|  10  |  id-2646  |    O15826   |      0.67     |
|  11  |  id-3880  |    O15826   |      0.69     |
|  12  |  id-4907  |    O15826   |      0.69     |
|  13  |  id-1796  |    O15826   |      0.73     |
|  14  |  id-4161  |    O15826   |      0.76     |
|  15  |  id-2053  |    O15826   |      0.79     |
|  16  |  id-2654  |    O15826   |      0.81     |
|  17  |   id-676  |    O15826   |      0.84     |
|  18  |  id-2078  |    O15826   |      0.85     |
|  19  |  id-3445  |    O15826   |      0.92     |
|  20  |  id-3604  |    O15826   |      0.95     |
|  21  |  id-2438  |    O15826   |      0.96     |
|  22  |  id-2457  |    O15826   |      1.02     |
|  23  |  id-2574  |    O15826   |      1.04     |
|  24  |  id-1759  |    O15826   |      1.06     |
|  25  |  id-4061  |    O15826   |      1.08     |
|  26  |  id-3746  |    O15826   |      1.11     |
|  27  |  id-1709  |    O15826   |      1.12     |
|  28  |  id-5218  |    O15826   |      1.18     |
|  29  |  id-1426  |    O15826   |      1.31     |
|  30  |   id-290  |    O15826   |      1.31     |
|  31  |   id-78   |    O15826   |      1.33     |
|  32  |  id-1027  |    O15826   |      1.34     |
|  33  |  id-4801  |    O15826   |      1.34     |
|  34  |  id-1057  |    O15826   |      1.34     |
|  35  |  id-1987  |    O15826   |      1.41     |
|  36  |  id-4778  |    O15826   |      1.43     |
|  37  |  id-1383  |    O15826   |      1.43     |
|  38  |  id-2977  |    O15826   |      1.47     |
|  39  |  id-2572  |    O15826   |      1.50     |
|  40  |  id-2185  |    O15826   |      1.50     |
|  41  |  id-2667  |    O15826   |      1.52     |
|  42  |  id-3657  |    O15826   |      1.52     |
|  43  |  id-3609  |    O15826   |      1.53     |
|  44  |  id-1689  |    O15826   |      1.53     |
|  45  |  id-2470  |    O15826   |      1.54     |
|  46  |  id-5201  |    O15826   |      1.55     |
|  47  |  id-5359  |    O15826   |      1.56     |
|  48  |  id-1645  |    O15826   |      1.57     |
|  49  |  id-1511  |    O15826   |      1.60     |
|  50  |  id-5286  |    O15826   |      1.66     |
|  51  |  id-2949  |    O15826   |      1.66     |
|  52  |  id-4941  |    O15826   |      1.71     |
|  53  |  id-1314  |    O15826   |      1.73     |
|  54  |  id-2562  |    O15826   |      1.73     |
|  55  |  id-3611  |    O15826   |      1.75     |
|  56  |   id-430  |    O15826   |      1.75     |
|  57  |  id-1595  |    O15826   |      1.76     |
|  58  |  id-4149  |    O15826   |      1.78     |
|  59  |   id-475  |    O15826   |      1.80     |
|  60  |  id-1329  |    O15826   |      1.81     |
|  61  |  id-1349  |    O15826   |      1.81     |
|  62  |  id-2333  |    O15826   |      1.82     |
|  63  |   id-433  |    O15826   |      1.85     |
|  64  |  id-1731  |    O15826   |      1.88     |
|  65  |  id-4197  |    O15826   |      1.95     |
|  66  |  id-4114  |    O15826   |      1.96     |
|  67  |  id-2129  |    O15826   |      1.97     |
|  68  |  id-1832  |    O15826   |      2.01     |
|  69  |  id-1302  |    O15826   |      2.04     |
|  70  |  id-4749  |    O15826   |      2.05     |
|  71  |  id-2709  |    O15826   |      2.13     |
|  72  |  id-5301  |    O15826   |      2.17     |
|  73  |  id-3911  |    O15826   |      2.28     |
|  74  |  id-2493  |    O15826   |      2.31     |
|  75  |  id-4172  |    O15826   |      2.34     |
|  76  |  id-3225  |    O15826   |      2.36     |
|  77  |  id-1303  |    O15826   |      2.36     |
|  78  |  id-3342  |    O15826   |      2.42     |
|  79  |  id-3927  |    O15826   |      2.42     |
|  80  |   id-271  |    O15826   |      2.43     |
|  81  |  id-3616  |    O15826   |      2.52     |
|  82  |   id-756  |    O15826   |      2.53     |
|  83  |  id-2575  |    O15826   |      2.55     |
|  84  |  id-4138  |    O15826   |      2.56     |
|  85  |  id-1816  |    O15826   |      2.56     |
|  86  |   id-383  |    O15826   |      2.57     |
|  87  |  id-1131  |    O15826   |      2.63     |
|  88  |  id-2436  |    O15826   |      2.63     |
|  89  |  id-1116  |    O15826   |      2.63     |
|  90  |  id-1176  |    O15826   |      2.64     |
|  91  |  id-1934  |    O15826   |      2.66     |
|  92  |  id-5380  |    O15826   |      2.68     |
|  93  |  id-4183  |    O15826   |      2.69     |
|  94  |  id-1937  |    O15826   |      2.71     |
|  95  |  id-5351  |    O15826   |      2.74     |
|  96  |  id-3673  |    O15826   |      2.82     |
|  97  |  id-3024  |    O15826   |      2.86     |
|  98  |   id-681  |    O15826   |      2.88     |
|  99  |  id-2001  |    O15826   |      2.97     |
| 100  |  id-5243  |    O15826   |      3.01     |
| 101  |  id-2484  |    O15826   |      3.01     |
| 102  |   id-522  |    O15826   |      3.10     |
| 103  |   id-272  |    O15826   |      3.10     |
| 104  |   id-646  |    O15826   |      3.12     |
| 105  |  id-2869  |    O15826   |      3.13     |
| 106  |  id-4660  |    O15826   |      3.16     |
| 107  |  id-4173  |    O15826   |      3.17     |
| 108  |  id-4833  |    O15826   |      3.21     |
| 109  |   id-260  |    O15826   |      3.27     |
| 110  |  id-1402  |    O15826   |      3.27     |
| 111  |  id-4484  |    O15826   |      3.39     |
| 112  |  id-1225  |    O15826   |      3.44     |
| 113  |  id-5229  |    O15826   |      3.48     |
| 114  |  id-5349  |    O15826   |      3.53     |
| 115  |  id-2411  |    O15826   |      3.58     |
| 116  |  id-5220  |    O15826   |      3.61     |
| 117  |  id-2733  |    O15826   |      3.62     |
| 118  |  id-1228  |    O15826   |      3.62     |
| 119  |   id-610  |    O15826   |      3.67     |
| 120  |  id-4673  |    O15826   |      3.67     |
| 121  |  id-2776  |    O15826   |      3.68     |
